ticker,yf_ticker,company_name,sasb_sector,truvalue_rating,sa_risk,sa_band,iss_descriptor,tri_pass_votes,tri_fail_votes,triangulation_result,stage1_pass,fossil_flag,hard_excluded,watchlist,watchlist_reason,esg_rank,in_house_z,in_house_pct,E_score,S_score,G_score,ESG_score,carbon_intensity,ci_source,data_vintage,idBbGlobalCompanyName,sector,vol_annual,max_drawdown,sharpe_ratio,beta,beta_band_score,m01_score,m02_score,m03_score,m04_score,composite_financial_score,metric_nan_count,m01_vol_flag,m02_mdd_flag,m03_sharpe_flag,m04_beta_flag,g1_data_sufficiency,g2_margins,g3_cashflow,g4_leverage,g5_investability,gate_verdict,financial_verdict,exclusion_reason,annual_volatility_pct,max_drawdown_pct,beta_vs_benchmark,data_vintage_fin,rf_rate_assumption,benchmark_used,encore_score,aqueduct_score,biodiversity_score,nature_risk_tier,taxonomy_eligible_pct,taxonomy_aligned_pct,euTaxnmyEstmatdDnshMitgtnLevl1,euTaxnmyEstmatdDnshMitgtnLevl2,euTaxnmyEstmatdDnshAdapttnLevl1,euTaxnmyEstmatdDnshAdapttnLevl2,gw_exclude,gw_watchlist
VVD,VIE.PA,Veolia Environnement SA,Infrastructure,Average,19.5,Low,Good,3,0,PASS,True,False,False,False,,126.0,-0.1788420900931183,45.14767932489451,49.18,60.56,35.3,45.15,629.82,sector_median_imputed,2026-05-20,Veolia Environnement SA,Utilities,0.2414,-0.3977,0.3366,1.1136,50.0,74.27385892116183,52.28215767634855,32.780082987551864,50.0,50.37,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.14,-39.77,1.1136,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,37.84,,66.67,100.0,85.71,80.0,False,False
A44,AENA.MC,Aena SME SA,Services,Below Average,12.5,Low,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,19.57,bloomberg_calc,2026-05-20,Aena SME SA,Industrials,0.2298,-0.333,0.4572,0.7835,100.0,79.66804979253112,31.95020746887967,51.867219917012456,100.0,61.08,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.98,-33.3,0.7835,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,55.56,,42.86,40.0,False,False
IYYA,INVP.L,Investec plc,Financials,Average,15.3,Low,Medium,3,0,PASS,True,False,False,False,,29.0,0.360897884306383,88.18565400843882,78.15,55.13,56.19,88.19,0.72,sector_median_imputed,2026-05-20,Investec Ltd,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,71.43,,False,False
DTE,DTE.DE,Deutsche Telekom AG,Technology & Communications,Average,16.9,Low,Good,3,0,PASS,True,False,False,False,,108.0,-0.0608222000158382,54.0084388185654,69.58,63.94,11.51,54.01,16.72,sector_median_imputed,2026-05-20,Deutsche Telekom AG,Communications,0.2001,-0.2446,0.5739,0.5944,75.0,90.8713692946058,9.958506224066385,68.04979253112033,75.0,56.58,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,20.01,-24.46,0.5944,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,1.09,,77.78,,85.71,100.0,False,False
QS51,STMN.SW,Straumann Holding AG,Health Care,Below Average,19.69,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Below Average,136.0,-0.2382382265108148,40.92827004219409,45.83,74.1,25.91,40.93,7.99,sector_median_imputed,2026-05-20,Straumann Holding AG,Health Care,0.352,-0.6247,-0.3004,1.4623,0.0,25.31120331950207,93.7759336099585,2.489626556016597,0.0,33.94,0.0,soft_flag,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,35.2,-62.47,1.4623,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,14.29,,False,False
SUL1,SUN.SW,Sulzer AG,Resource Transformation,Average,29.15,Medium,Medium,2,1,PASS,True,False,False,False,,156.0,-0.3634342651458661,31.64556962025317,50.63,41.33,19.42,31.65,19.57,sector_median_imputed,2026-05-20,Sulzer AG,Industrials,0.3464,-0.5889,0.2365,1.3132,25.0,26.97095435684648,88.38174273858921,21.99170124481328,25.0,43.51,0.0,ok,soft_flag,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.64,-58.89,1.3132,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,88.89,,14.29,,False,False
R6C0,SHELL.AS,Shell Plc,Extractives & Minerals Processing,Below Average,33.7,High,Good,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20,Shell PLC,Energy,0.2468,-0.2148,0.7429,0.6317,100.0,72.19917012448133,5.394190871369304,85.06224066390041,100.0,61.58,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.68,-21.48,0.6317,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,88.89,,100.0,100.0,False,False
AZ2,ANDR.VI,ANDRITZ AG,Resource Transformation,Above Average,20.5,Medium,Medium,2,1,PASS,True,False,False,False,,153.0,-0.3456878049773993,32.91139240506329,20.93,64.95,62.6,32.91,19.57,sector_median_imputed,2026-05-20,ANDRITZ AG,Industrials,0.276,-0.3401,0.3809,1.0475,100.0,59.75103734439834,34.02489626556017,39.004149377593365,100.0,53.86,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.6,-34.01,1.0475,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,20.81,,55.56,,57.14,80.0,False,False
SLW,SLHN.SW,Swiss Life Holding AG,Financials,Above Average,14.66,Low,Medium,3,0,PASS,True,False,False,False,,67.0,0.2303636468671725,72.15189873417721,78.15,51.31,41.24,72.15,0.72,sector_median_imputed,2026-05-20,Swiss Life Holding AG,Financials,0.1956,-0.2865,0.7441,0.9045,100.0,92.9460580912863,20.33195020746888,85.47717842323651,100.0,70.33,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,19.56,-28.65,0.9045,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,66.67,25.0,42.86,40.0,False,False
SCT,SSE.L,SSE PLC,Infrastructure,Average,20.2,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20,SSE PLC,Utilities,0.2375,-0.2729,0.2433,0.5447,75.0,76.97095435684648,17.84232365145229,22.82157676348548,75.0,42.59,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.75,-27.29,0.5447,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,41.17,,77.78,100.0,100.0,100.0,False,False
AEND,AGN.AS,Aegon Ltd.,Financials,Average,14.8,Low,Medium,3,0,PASS,True,False,False,False,,5.0,0.5401256340064947,98.31223628691984,78.15,55.55,79.46,98.31,0.72,sector_median_imputed,2026-05-20,Aegon NV,Financials,0.2817,-0.3028,0.5299,1.2056,50.0,56.63900414937759,23.65145228215768,61.82572614107884,50.0,46.97,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.17,-30.28,1.2056,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,57.14,,False,False
BPE5,BP.L,BP PLC,Extractives & Minerals Processing,Below Average,29.8,Medium,Medium,1,2,FAIL,False,True,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20,BP PLC,Energy,0.2881,-0.415,0.3338,0.6533,100.0,52.4896265560166,57.67634854771784,31.32780082987552,100.0,57.2,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.81,-41.5,0.6533,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,85.71,,False,False
SWJ,SCMN.SW,Swisscom AG,Technology & Communications,Average,17.16,Low,Good,3,0,PASS,True,False,False,False,,123.0,-0.1476279734913863,47.67932489451477,64.51,44.27,20.64,47.68,16.72,sector_median_imputed,2026-05-20,Swisscom AG,Communications,0.1468,-0.2375,0.5026,0.1867,,99.5850622406639,8.29875518672199,57.67634854771784,,54.71,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,14.68,-23.75,0.1867,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,1.44,,100.0,,57.14,60.0,False,False
1SQ,SQN.SW,Swissquote Group Holding Ltd.,Financials,Average,18.91,Low,Medium,3,0,PASS,True,False,False,False,,190.0,-0.7191712344551956,16.45569620253164,6.47,30.12,59.98,16.46,0.72,sector_median_imputed,2026-05-20,Swissquote Group Holding SA,Financials,0.3635,-0.5338,0.5799,1.53,0.0,19.087136929460584,80.08298755186722,68.87966804979253,0.0,48.51,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,36.35,-53.38,1.53,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,14.29,,False,False
7EL,ELIS.PA,Elis SA,Services,Above Average,15.5,Low,Medium,3,0,PASS,True,False,False,False,,159.0,-0.391255918874589,30.37974683544304,42.31,44.03,29.45,30.38,19.57,sector_median_imputed,2026-05-20,Elis SA,Industrials,0.2736,-0.3762,0.3974,1.1329,50.0,60.99585062240664,45.0207468879668,41.90871369294606,50.0,48.28,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.36,-37.62,1.1329,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,,0.0,66.67,,71.43,,False,False
1T5,TPE.WA,TAURON Polska Energia S.A.,Infrastructure,Average,38.55,High,Medium,2,1,PASS,True,False,True,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20,Tauron Polska Energia SA,Utilities,0.4123,-0.543,0.4688,0.6363,100.0,7.468879668049794,81.74273858921163,52.69709543568465,100.0,61.83,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,41.23,-54.3,0.6363,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,13.49,0.0,44.44,50.0,42.86,60.0,False,False
H2X3,HSX.L,Hiscox Ltd,Financials,Average,20.9,Medium,Medium,2,1,PASS,True,False,False,False,,56.0,0.2597361391490209,76.79324894514767,78.15,55.55,42.67,76.79,0.72,sector_median_imputed,2026-05-20,Hiscox Ltd,Financials,0.2547,-0.2135,0.5498,0.7074,100.0,68.87966804979253,4.564315352697093,64.31535269709543,100.0,54.44,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.47,-21.35,0.7074,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,57.14,,False,False
TBCG,TBCG.L,TBC Bank Group Plc,Financials,Average,12.8,Low,Medium,3,0,PASS,True,False,False,False,,19.0,0.4277029079410485,92.40506329113924,78.15,73.92,54.21,92.41,0.72,sector_median_imputed,2026-05-20,TBC Bank Group PLC,Financials,,,,,,,,,,,,,,,,PASS,FAIL,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,71.43,,False,False
68F,TE.PA,Technip Energies NV,Infrastructure,Above Average,19.62,Low,Medium,3,0,PASS,True,False,False,False,,114.0,-0.100414123875269,51.47679324894515,42.61,88.89,41.41,51.48,277.65500000000003,sector_median_imputed,2026-05-20,Technip Energies NV,Energy,0.3532,-0.4007,0.6211,0.9477,100.0,24.481327800829877,53.11203319502075,73.02904564315352,100.0,62.74,0.0,soft_flag,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,35.32,-40.07,0.9477,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,0.0,88.89,,57.14,,False,False
LLD,LLOY.L,Lloyds Banking Group plc,Financials,Average,12.4,Low,Good,3,0,PASS,True,False,False,False,,7.0,0.5215511535314873,97.46835443037976,78.15,66.57,70.72,97.47,0.72,sector_median_imputed,2026-05-20,Lloyds Banking Group PLC,Financials,0.2724,-0.2906,0.4212,1.1863,50.0,62.03319502074689,20.746887966804977,46.88796680497925,50.0,42.7,0.0,ok,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,27.24,-29.06,1.1863,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,85.71,,False,False
TW11,TEN.MI,Tenaris S.A.,Extractives & Minerals Processing,Average,23.32,Medium,Medium,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,2149.74,sector_median_imputed,2026-05-20,Tenaris SA,Materials,0.3316,-0.3154,0.6743,0.8836,100.0,33.609958506224075,27.38589211618257,76.76348547717843,100.0,57.97,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,33.16,-31.54,0.8836,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,66.67,100.0,71.43,80.0,False,False
FNTN,FNTN.DE,freenet AG,Technology & Communications,Below Average,24.6,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,16.72,sector_median_imputed,2026-05-20,Freenet AG,Communications,0.249,-0.2864,0.3648,0.6164,100.0,70.53941908713693,19.91701244813278,36.51452282157676,100.0,51.04,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.9,-28.64,0.6164,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,66.67,,14.29,20.0,False,False
PU4,PUB.PA,Publicis Groupe SA,Services,Average,9.1,Negligible,Good,3,0,PASS,True,False,False,False,,93.0,0.051496960953425,61.18143459915611,53.4,67.25,53.97,61.18,16.72,sector_median_imputed,2026-05-20,Publicis Groupe SA,Communications,0.2584,-0.3443,0.3769,1.0547,100.0,67.21991701244814,36.51452282157677,38.17427385892116,100.0,55.85,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.84,-34.43,1.0547,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,88.89,,42.86,,False,False
TOTB,TTE.PA,TotalEnergies SE,Extractives & Minerals Processing,Average,24.46,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20,TotalEnergies SE,Energy,0.2437,-0.2672,0.7291,0.6892,100.0,73.85892116182572,15.352697095435689,83.40248962655602,100.0,64.4,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.37,-26.72,0.6892,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,1.5,77.78,,85.71,80.0,False,False
8D7,TCAP.L,TP ICAP Group plc,Financials,Below Average,21.5,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20,TP ICAP Group PLC,Financials,0.323,-0.5274,0.1509,0.9204,100.0,37.344398340248965,78.21576763485477,16.59751037344398,100.0,55.91,0.0,ok,soft_flag,soft_flag,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.3,-52.74,0.9204,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,44.44,,42.86,,False,False
0UB,UBSG.SW,UBS Group AG,Financials,Below Average,14.56,Low,Medium,2,1,PASS,True,False,False,True,Truvalue=Below Average,24.0,0.3960366114019063,90.29535864978902,78.15,41.42,68.63,90.3,0.72,sector_median_imputed,2026-05-20,UBS Group AG,Financials,0.2905,-0.3231,0.6806,1.391,25.0,50.62240663900415,29.045643153526967,78.00829875518673,25.0,47.24,0.0,ok,ok,ok,elevated_high,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,29.05,-32.31,1.391,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,71.43,,False,False
UNC,UCB.BR,UCB S.A.,Health Care,Average,13.7,Low,Good,3,0,PASS,True,False,False,False,,36.0,0.3228087203448372,85.23206751054853,77.94,69.82,43.18,85.23,7.99,bloomberg_calc,2026-05-20,UCB SA,Health Care,0.2876,-0.4166,0.7085,0.6455,100.0,53.52697095435685,58.09128630705394,81.32780082987551,100.0,72.53,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.76,-41.66,0.6455,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,0.0,88.89,,42.86,,False,False
QJQ,ISS.CO,ISS A/S,Services,Average,14.3,Low,,2,0,PASS,True,False,False,False,,145.0,-0.2965975092973127,36.28691983122363,34.36,63.28,45.41,36.29,19.57,sector_median_imputed,2026-05-20,ISS A/S,Industrials,0.285,-0.3798,0.5013,0.9767,100.0,54.77178423236514,46.058091286307054,57.26141078838174,100.0,61.95,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.5,-37.98,0.9767,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,0.0,66.67,,42.86,,False,False
CENB,CNA.L,Centrica plc,Infrastructure,Average,24.9,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20,Centrica PLC,Utilities,,,,,,,,,,,,,,,,PASS,FAIL,PASS,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,0.0,,77.78,,42.86,40.0,False,False
SDF,SDF.DE,K+S AG,Resource Transformation,Below Average,28.5,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,2149.74,sector_median_imputed,2026-05-20,K+S AG,Materials,0.3846,-0.6808,0.218,0.5565,75.0,12.033195020746888,96.6804979253112,21.16182572614108,75.0,52.76,0.0,soft_flag,soft_flag,ok,defensive,PASS,SOFT_FLAG,PASS,PASS,PASS,GATE_PASS,PASSED,,38.46,-68.08,0.5565,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,0.0,88.89,,28.57,20.0,False,False
7UB,UNI.MC,Unicaja Banco S.A.,Financials,Average,18.53,Low,,2,0,PASS,True,False,False,False,,210.0,-0.931619180146188,6.329113924050633,6.47,60.07,14.99,6.33,0.72,sector_median_imputed,2026-05-20,Unicaja Banco SA,Financials,0.3214,-0.2999,0.7748,1.0605,100.0,39.41908713692946,22.821576763485467,87.13692946058092,100.0,60.87,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,32.14,-29.99,1.0605,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,42.86,,False,False
UUEC,UU.L,United Utilities Group PLC,Infrastructure,Average,13.91,Low,Good,3,0,PASS,True,False,False,False,,105.0,-0.0343274421088479,55.27426160337553,46.94,59.47,58.97,55.27,629.82,sector_median_imputed,2026-05-20,United Utilities Group PLC,Utilities,0.2244,-0.2958,0.1591,0.4346,75.0,83.40248962655602,21.576763485477173,17.842323651452283,75.0,43.51,0.0,ok,ok,soft_flag,defensive,PASS,PASS,PASS,SOFT_FLAG,PASS,GATE_PASS,PASSED,,22.44,-29.58,0.4346,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,0.0,,77.78,100.0,85.71,100.0,False,False
VAT,VATN.SW,Valiant Holding AG,Financials,Below Average,28.33,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20,Valiant Holding AG,Financials,0.1701,-0.1246,0.7402,0.4138,75.0,97.0954356846473,0.0,84.23236514522821,75.0,59.69,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,17.01,-12.46,0.4138,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,14.29,,False,False
VACD,VK.PA,Vallourec SA,Extractives & Minerals Processing,Above Average,21.02,Medium,Good,2,1,PASS,True,False,False,False,,99.0,0.0049284477634583,58.64978902953587,79.58,33.88,19.01,58.65,2149.74,sector_median_imputed,2026-05-20,Vallourec SA,Materials,0.438,-0.4171,0.3927,1.0246,100.0,4.564315352697093,58.713692946058096,40.66390041493776,100.0,50.73,0.0,soft_flag,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,43.8,-41.71,1.0246,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,99.65,,66.67,100.0,71.43,80.0,False,False
2VO,VALMT.HE,Valmet Corp,Resource Transformation,Average,23.62,Medium,Good,2,1,PASS,True,False,False,False,,215.0,-0.9966341089888696,4.219409282700422,6.47,39.82,18.03,4.22,24.11,bloomberg_calc,2026-05-20,Valmet Oyj,Industrials,0.3075,-0.4554,-0.2114,1.1387,50.0,42.32365145228216,65.56016597510373,5.394190871369295,50.0,39.75,0.0,ok,soft_flag,hard_exclude,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,30.75,-45.54,1.1387,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,66.67,,71.43,,False,False
19V,VACN.SW,VAT Group AG,Resource Transformation,Below Average,24.83,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,19.57,sector_median_imputed,2026-05-20,VAT Group AG,Industrials,0.3943,-0.5813,0.4085,1.6103,0.0,10.37344398340248,86.72199170124482,44.398340248962654,0.0,41.41,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,39.43,-58.13,1.6103,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,44.44,,14.29,,False,False
IHJN,VZN.SW,VZ Holding AG,Financials,Average,26.57,Medium,Medium,2,1,PASS,True,False,False,False,,13.0,0.464450219370451,94.9367088607595,78.15,41.99,77.28,94.94,0.72,sector_median_imputed,2026-05-20,VZ Holding AG,Financials,0.2212,-0.3197,0.5855,0.8058,100.0,84.23236514522821,28.21576763485477,69.29460580912863,100.0,66.1,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.12,-31.97,0.8058,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,14.29,,False,False
I10,IG.MI,Italgas SpA,Infrastructure,Average,15.6,Low,Good,3,0,PASS,True,False,False,False,,134.0,-0.2311657288914256,41.77215189873418,53.14,35.88,35.3,41.77,629.82,sector_median_imputed,2026-05-20,Italgas SpA,Utilities,0.203,-0.2604,0.7195,0.6315,100.0,90.04149377593362,13.278008298755182,82.98755186721992,100.0,66.89,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,SOFT_FLAG,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,20.3,-26.04,0.6315,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,0.0,,77.78,,85.71,80.0,False,False
MTA,WRT1V.HE,Wartsila Oyj Abp,Resource Transformation,Average,23.36,Medium,Medium,2,1,PASS,True,False,False,False,,48.0,0.2723757542543536,80.16877637130801,60.25,80.93,62.6,80.17,19.57,sector_median_imputed,2026-05-20,Wartsila OYJ Abp,Industrials,0.3408,-0.5047,0.6946,1.3432,25.0,30.29045643153528,76.34854771784232,78.83817427385893,25.0,57.61,0.0,ok,soft_flag,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.08,-50.47,1.3432,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,77.78,,14.29,20.0,False,False
22Z,ZEAL.CO,Zealand Pharma A/S,Health Care,Average,28.46,Medium,,1,1,BORDERLINE,False,False,False,,,,,,0.0,0.0,0.0,0.0,7.99,sector_median_imputed,2026-05-20,Zealand Pharma A/S,Health Care,,,,,,,,,,,,,,,,PASS,FAIL,PASS,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,11.11,,14.29,,False,False
1ZG,ZEG.L,Zegona Communications Plc,Technology & Communications,Below Average,30.52,High,Poor,0,3,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20,Zegona Communications plc,Financials,,,,,,,,,,,,,,,,PASS,FAIL,PASS,SOFT_FLAG,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,,,,,False,False
G70,GALE.SW,Galenica AG,Health Care,Average,12.3,Low,Medium,3,0,PASS,True,False,False,False,,68.0,0.2299694636606219,71.72995780590718,56.03,90.21,59.45,71.73,7.99,sector_median_imputed,2026-05-20,Galenica AG,Health Care,0.1739,-0.1821,0.3542,0.2988,,96.2655601659751,1.6597510373444069,35.684647302904565,,45.46,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,17.39,-18.21,0.2988,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,14.29,,False,False
